asof_date,property_title,price,property_description,property_type,location,postal_code_area,property_link,Available,Minimum term,Maximum term,Furnishings,Parking,Garage,Garden/terrace,Balcony/patio,Disabled access,Living room,Broadband included,Couples OK?,Smoking OK?,Pets OK?,Occupation,References?,Min age,Gender,Max age,Vegetarian,data_source
2023-04-17,Room available from September in Salford Quays,£638 pcm,"Beautiful light and airy room available from 19th September 2023 Iâm a 24 year old female professional whoâs sociable, clean & tidy and quiet. Iâm looking for a flatmate to replace my current flatmate who is also clean, tidy and doesnât make too much noiseThe apartment is in X1 The Gateway and the room comes furnished with a double bed, wardrobe, bedside cabinet and set of drawers. There is also a concierge and a 24hr gym in the building.The room has a door which connects to the balcony and youâll also have your own bathroom which is directly outside of the bedroom There is also a washing machine which includes a dryer and an iron and ironing board.The kitchen is fully equipped and combined with the living roomThere is currently a net covering the building due to construction which can be seen out of the windows, however this does not disrupt the view Council tax band BThe apartment is opposite Salford Quays tram stop and1 minute walk to Tesco Express3-5 minutes walk to Ordsall Park10-15minutes walk to MediaCityUK12-18 minutes by tram to Manchester City Centre",Flat share,Salford,M5,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676622&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D10%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,19 Sep 2023,12 months,None,Furnished,,,,Yes,,shared,Yes,No,No,No,Don't mind,,21,Males or females,26,,Spareroom
2023-04-17,Double Room,"£450 pcm
","Northwood are pleased to offer rooms in this 5 bed HMO which comes fully furnished within walking distance to Walkden Town centre, ideal for professionals working in and around the Walkden area and in all nearby towns.Designed to provide a fantastic opportunity to reduce your monthly outgoings without having to compromise on quality. All bills included (gas, electric, broadband, water and council tax) and all rooms are built and designed to a high standard with comfortable and stylish furniture.Each room includes:- Modern contemporary furniture (double beds, wardrobe, chest of drawers, bedside table)- Lots of natural light- Storage space- Superfast Wi-fiThe ground floor offers a communal lounge/dining space and breakout kitchen with provision for cooking, washing, and storage.One of the five bedrooms is also located here with the remaining four on the 1st Floor. Two rooms offer their own en-suites with the remaining three rooms sharing two communal shower rooms. This house share is ideal for commuters as it provides easy access to the whole of Manchester and Greater Manchester, being just a short walk away from Walkden Train Station.Ellesmere shopping Centre is approx a 20 minute walk away, where youâll benefit from easy access to Aldi, Tesco Extra, M&S Foodhall, B&M.Also located on the shopping complex are a great selection of fast food outlets such as Nandos, KFC, McDonalds, and Subway. Other benefits include:- A fortnightly cleaner for all communal areas- Free on Street Parking",House share,Walkden,M28,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=14181232&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&featured=1&listing_click=1,20 Apr 2023,6 months,None,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,18,Males or females,,,Spareroom
2023-04-17,Beautiful double room ensuite,£550 pcm,"Beautiful 5 bed house with ensuite.One double room is available with ensuite Bills included Current housemate all quiet, yet friendly, clean, and tidyGood location and transport links, shops close by Asda, Morrisons and Aldi",House share,Swinton,M27,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16526154&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,3 months,6 months,Furnished,Yes,,,,,shared,Yes,No,No,No,Don't mind,Yes,21,Male preferred,99,,Spareroom
2023-04-17,Studio flat on Beech Road,£550 pcm,"Studio in chorlton M21. Within walking distance to trams and busses. Round the corner from tesco, kfc and maccies, a coop right opposite as well as lots of bars on the street and a pottery place.1 room with built in wardrobes, a kitchen, a bathroom with a shower. £400 a month EXCLUDING bills. Landlord is really nice and attends to all needs. For students and professionals. Serious people only please.","Flat
        
        to rent",Chorlton,M21,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676592&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,06 Jun 2023,12 months,36 months,Unfurnished,Yes,,,,,,,,No,No,Don't mind,Yes,,,,,Spareroom
2023-04-17,Manchester-Bridgewater Heights Classic Studio,£205 pw,"-Double bed-All bills included-Near Tesco, Sainsbury (walk about 3mins)-Walking to city center about 15 mins-Near UoM-Scenery is beautiful -High floor-Private kitchen and bathroom",Flat share,Manchester City Centre,M1,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676565&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,10 May 2023,2 months,4 months,Furnished,,,,,,,Yes,No,No,No,Student,,,Female preferred,,,Spareroom
2023-04-17,Miss Ada,£158 pw,6 mins walking to University of Manchester2 mins walking to morrisonRoommates are nice girlsI would like send free new quilt thermal cup kitchen utensils to you,Flat share,Manchester,M13,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676541&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,26 Apr 2023,4 months,None,Furnished,Yes,No,No,No,No,No,No,No,Yes,No,Don't mind,No,,Males or females,,,Spareroom
2023-04-17,Looking for someone to take over my tenancy ASAP!,£130 pw,"Hi, Iâm looking for someone to take over my tenancy asap in Manchester City Centre, M1 from 29/4/23-8/7/23. It has a 3/4 bed, own private bathroom, and shared kitchen. Big room and big window. All bills included with free wifi.  Perfect locations and extremely close with all universities. Students only!",Flat share,Manchester City Centre,M1,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676451&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,29 Apr 2023,None,3 months,Furnished,Yes,Yes,Yes,,Yes,shared,Yes,No,Yes,No,Student,,,Males or females,,,Spareroom
2023-04-17,"Female Student Only, Double Bedroom, Hulme Area",£450 pcm,"Stunning 4 bedroom house in hulmeCurrently 3 female students, all attend Manchester met uni, 2nd and 3rd year,Bills not included, around 120 a month",House share,Hulme,M15,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676435&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,29 Jun 2023,12 months,12 months,Furnished,Yes,No,Yes,No,No,shared,No,No,Yes,No,Student,No,20,Female preferred,24,,Spareroom
2023-04-17,Sunshine room,£520 pcm,Single room available .Looking for mature student to share with other female .Iâm looking for someone who maybe looking for peace and quiet .Iâm a freelance photographer and I teach yoga too.Im sociable but like my own space too..Short term would be considered .,Flat share,Hulme,M15,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676418&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,30 Apr 2023,None,None,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,No,22,Female preferred,67,Yes,Spareroom
2023-04-17,Room in shared house,£595 pcm,"Three bedroom semi in quiet cul de sac, Will have a total of 2 tenants and a spare room. Very big rear garden and shed for bike storage.three bedroomsSemi-detached houseone bathroomone receptionDouble glazedGardenCentral heatingWalking Distance to Local Transport LinksClose to Fog Lane ParkDriveway for ParkingThere is loft access for storageThe current tenant is a social worker and often works away overnightBedroom One is 9'10"" x 16'4"" Windows to the front and rear. One radiator (Occupied)Bedroom Two is 10'11"" x 7'0"" with window to the front (Available)Bedroom Three is 12'4"" x 7'7"" Window to the rear (Spare/empty/storage/guest)All bills included, except insurance and energy.Bedroom Two is currently occupied until end of April, viewings can be still be arranged",House share,Withington,M20,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=15901622&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,Now,1 month,None,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,18,Male preferred,60,,Spareroom
2023-04-17,"Cozy Room, Friendly Flatmates, Great Location",£400 pcm,"Looking for a cozy and affordable single bed room in Manchester? Look no further! We have a fantastic room available for rent in a 5 bed apartment in the lovely area of Ardwick.The apartment spans two floors and boasts a huge living room with lots of plants, a TV, and a comfortable sofa for relaxation. The kitchen is fully equipped with a washing machine, oven, and microwave, and there's even a backyard where you can indulge your green thumb with some gardening.The apartment is shared with some amazing flatmates, including a student and other professionals, who are friendly and social. You'll be sure to feel right at home with them! And if you're a movie buff, you're in luck because the flat also hosts movie nights!The location is unbeatable, with Mayfield Park, the University, and Piccadilly all just a 10-minute walk away. The rent for the room is only 400 pounds per month plus bills, making it a great deal for anyone on a budget. Move-in dates, are negotiable, just get in touch. So why wait? Write a message and get ready to make this fantastic apartment your new home!",Flat share,Manchester,M12,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676403&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,01 Jun 2023,3 months,3 months,Furnished,Yes,Yes,Yes,Yes,Yes,shared,No,No,Yes,Yes,Don't mind,No,20,Males or females,35,,Spareroom
2023-04-17,Looking for buddy up for Greengate 2 bed,£662 pcm,"Looking for someone to buddy up for a flat in Greengate. My current flatmate has had to drop out of searching so looking for someone to overtake the lease with me. I work for an IT company in the centre so tend to be in the office at least 3 days a week. Iâll either be out most evenings or will be chilling inside either cooking or watching Netflix/reading (the usual!) on the weekends Iâll either be out with friends for drinks or on hikes. Cleanliness is a big big must for me! Iâm a clean as you go type so never leave mess ð I like to think Iâm very relaxed as well, so like a chill space.",Flat share,Manchester City Centre,M3,https://www.spareroom.co.ukhttps://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=16676378&search_id=1212213745&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Foffset%3D20%26search_id%3D1212213745%26sort_by%3Dby_day%26mode%3Dlist&,01 May 2023,12 months,None,Furnished,,,,,,shared,Yes,No,No,No,Professional,,23,Males or females,,,Spareroom
