price,per,monthly_converted,property_type,postal_code_area,Available,Minimum term,Maximum term,Furnishings,Parking,Garage,Garden/terrace,Balcony/patio,Disabled access,Living room,Broadband included,Couples OK?,Smoking OK?,Pets OK?,Occupation,References?,Gender,Vegetarian,Min age,Max age
850,pcm,,Property rent,N15,Now,3,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
850,pcm,,Flat rent,N4,Now,0,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,No,No preference,,,
1300,pcm,,Flat share,E1,01/05/2023,3,0,Furnished,No,,,,,,Yes,No,No,No,Don't mind,No,No preference,,18,65
880,pcm,,House share,W10,Now,6,0,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
880,pcm,,Flat rent,NW10,Now,6,0,Furnished,No,No,Yes,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
880,pcm,,Flat rent,W14,Now,12,0,Furnished,No,No,No,Yes,No,,,,Yes,No,Don't mind,Yes,No preference,,,
850,pcm,,House share,NW9,Now,12,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,,
1100,pcm,,Flat share,SW9,Now,6,0,Furnished,No,No,Yes,No,No,shared,No,No,Yes,No,Don't mind,Yes,No preference,,22,40
975,pcm,,House share,E15,Now,6,36,Furnished,No,,Yes,Yes,,shared,Yes,Yes,Yes,No,Don't mind,Yes,No preference,Yes,18,57
850,pcm,,Flat share,N4,Now,0,0,Furnished,Yes,No,No,No,No,shared,No,No,No,No,Don't mind,Yes,No preference,Yes,,30
1595,pcm,,Flat share,SW16,Now,1,0,Furnished,Yes,,Yes,Yes,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,18,65
850,pcm,,House share,SE4,29/05/2023,12,0,Furnished,Yes,No,Yes,No,No,No,No,No,No,No,Don't mind,Yes,Female,,22,35
1000,pcm,,Flat share,W14,01/05/2023,6,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,,
890,pcm,,Flat share,SW15,Now,3,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,
630,pcm,,House share,SW17,19/04/2023,6,0,Furnished,No,,Yes,,,No,Yes,No,No,No,Don't mind,Yes,No preference,,24,35
1050,pcm,,Flat share,E8,01/05/2023,6,12,Unfurnished,No,No,Yes,Yes,No,shared,Yes,No,Yes,No,Professional,Yes,No preference,,27,35
800,pcm,,House share,SW17,Now,6,0,Furnished,No,,Yes,,,shared,No,No,No,No,Don't mind,Yes,Female,,18,35
1300,pcm,,Flat share,E14,24/04/2023,3,36,Furnished,Yes,,Yes,Yes,,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,18,60
675,pcm,,Flat share,SE9,Now,3,12,Furnished,Yes,,,Yes,,shared,Yes,Yes,No,No,Don't mind,Yes,No preference,,18,25
675,pcm,,Flat rent,NW2,22/04/2023,12,0,Furnished,No,No,Yes,No,No,,,,No,No,Don't mind,Yes,No preference,,,
675,pcm,,Flat rent,NW1,01/09/2023,0,0,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
675,pcm,,Flat rent,SE1,26/06/2023,0,3,Furnished,No,No,No,No,No,,,,Yes,No,Don't mind,Yes,No preference,,,
675,pcm,,Flat rent,W11,Now,0,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,Yes,No preference,,,
675,pcm,,Flat rent,NW8,01/07/2023,0,2,Furnished,No,No,No,Yes,No,,,,Yes,No,Don't mind,Yes,No preference,,,
900,pcm,,Flat share,E14,Now,0,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,Yes,Yes,No,Don't mind,No,No preference,,,
900,pcm,,Flat rent,EC1,12/05/2023,1,1,Furnished,No,,,,,,,,Yes,No,Don't mind,Yes,No preference,,,
799,pw,3459.67,Flat share,E3,Now,0,0,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,No,No preference,,,
849,pcm,,Flat share,SE16,04/05/2023,0,0,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
799,pcm,,Flat share,E2,09/05/2023,0,0,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,No,No preference,,,
190,pw,822.70,Flat share,E1,Now,0,0,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,No,No preference,,,
799,pcm,,Flat share,E3,Now,0,0,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,No,No preference,,,
799,pcm,,Flat rent,W2,26/04/2023,0,6,Furnished,No,No,No,Yes,No,,,,Yes,No,Don't mind,Yes,No preference,,,
220,pw,952.60,Flat share,E14,21/04/2023,5,0,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,18,
931,pcm,,Flat share,N19,15/05/2023,5,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,
1040,pcm,,Flat share,SW19,Now,6,0,Furnished,No,,,,,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,
815,pcm,,Flat share,W6,24/04/2023,4,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,
260,pw,1125.80,Flat share,E1,Now,6,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,
931,pcm,,House share,N7,Now,6,0,Furnished,No,No,Yes,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,
890,pcm,,Flat share,SW6,30/04/2023,0,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,
900,pcm,,Flat share,SE13,21/06/2023,6,0,Furnished,No,No,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,22,35
750,pcm,,Flat share,SW6,Now,3,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,
200,pw,866.00,Flat share,E2,19/04/2023,6,0,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
235,pw,1017.55,Flat share,E16,05/05/2023,6,0,Furnished,No,No,No,No,No,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
840,pcm,,House share,SE15,20/04/2023,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,20,57
215,pw,930.95,Flat share,E14,Now,6,0,Furnished,No,No,No,No,No,No,Yes,Yes,Yes,No,Don't mind,Yes,No preference,,,
285,pw,1234.05,Flat share,N1,26/04/2023,6,0,Furnished,No,No,No,No,No,No,Yes,Yes,Yes,No,Don't mind,Yes,No preference,,18,
239,pw,1034.87,Flat share,E1,30/04/2023,5,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Don't mind,No,No preference,,,
215,pw,930.95,Flat share,E15,Now,5,0,Furnished,Yes,,Yes,Yes,Yes,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
1250,pcm,,Flat share,SW11,23/05/2023,6,0,Furnished,No,No,Yes,No,No,No,Yes,No,No,No,Professional,Yes,No preference,,20,45
875,pcm,,House share,E7,01/05/2023,0,0,Furnished,Yes,No,Yes,No,No,shared,No,No,Yes,No,Don't mind,Yes,No preference,,,
890,pcm,,Flat share,SW6,30/04/2023,4,0,Furnished,No,No,No,No,No,No,No,No,No,No,Don't mind,Yes,No preference,,,
580,pcm,,Shared property,M43,Now,6,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Professional,Yes,No preference,,21,
229,pw,991.57,Flat share,M15,01/06/2023,2,3,Furnished,No,,Yes,,,,Yes,No,No,No,Student,No,No preference,,,
88,pw,381.04,House share,M14,01/07/2023,6,12,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Student,Yes,No preference,,18,25
600,pcm,,Flat share,M15,Now,11,0,Furnished,No,,Yes,Yes,,shared,No,No,No,No,Professional,No,No preference,,25,35
600,pcm,,Flat rent,M14,01/07/2023,12,0,Furnished,Yes,No,Yes,No,No,,,,No,No,Student,Yes,No preference,,,
145,pw,627.85,Flat share,M18,14/05/2023,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Professional,Yes,No preference,,,
145,pw,627.85,Flat rent,M15,13/05/2023,3,4,Furnished,Yes,,,,Yes,,,,Yes,No,Don't mind,Yes,No preference,,18,65
395,pcm,,House share,M6,Now,6,12,Unfurnished,No,No,Yes,No,No,shared,Yes,Yes,Yes,No,Don't mind,No,No preference,,18,22
170,pw,736.10,House share,M13,10/05/2023,1,0,Furnished,Yes,No,Yes,No,Yes,shared,Yes,Yes,Yes,No,Don't mind,No,No preference,,,
403,pcm,,House share,M5,22/05/2023,0,0,Furnished,Yes,,,,,shared,,No,No,No,Don't mind,No,No preference,,,
550,pcm,,Flat share,M15,Now,4,0,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,18,99
699,pcm,,House share,M20,Now,0,0,Furnished,Yes,No,Yes,No,No,No,Yes,No,No,No,Don't mind,No,Female,,18,
390,pcm,,House share,M43,11/05/2023,0,0,Furnished,Yes,,Yes,,,shared,Yes,Yes,No,Yes,Don't mind,No,No preference,,18,30
575,pcm,,House share,M5,Now,4,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,18,65
665,pcm,,Flat share,M15,Now,5,5,Furnished,Yes,Yes,Yes,Yes,No,shared,Yes,Yes,Yes,Yes,Don't mind,No,No preference,,18,27
120,pw,519.60,House share,M15,Now,0,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
450,pcm,,House share,M20,01/06/2023,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Professional,Yes,No preference,,20,26
500,pcm,,House share,M12,Now,6,0,Furnished,Yes,,Yes,,,shared,Yes,Yes,No,Yes,Don't mind,No,Female,Yes,19,28
385,pcm,,House share,M21,12/06/2023,6,0,Furnished,No,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,,
130,pw,562.90,Flat share,M1,Now,3,5,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,No,Female,,18,27
550,pcm,,Flat share,M4,26/06/2023,12,0,Furnished,No,,,Yes,,shared,Yes,No,No,No,Professional,No,Female,,24,29
550,pcm,,Flat rent,M28,Now,3,0,Furnished,Yes,No,Yes,No,No,,,,No,No,Professional,Yes,No preference,,,
595,pcm,,House share,M14,01/05/2023,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,20,46
600,pcm,,House share,M18,30/04/2023,3,9,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,40,66
152,pw,658.16,Flat share,M1,09/09/2023,0,0,Furnished,Yes,No,No,No,No,No,,No,Yes,No,Student,No,No preference,,,
460,pcm,,Flat share,M19,Now,1,2,Furnished,No,No,No,No,No,shared,Yes,No,No,No,Professional,No,No preference,,18,70
548,pcm,,Flat share,M5,23/04/2023,3,0,Furnished,No,,,,,shared,Yes,No,No,No,Professional,No,No preference,,22,27
580,pcm,,House share,M27,30/04/2023,6,0,Furnished,Yes,No,Yes,No,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,25,50
800,pcm,,Flat share,M5,01/08/2023,1,1,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,20,40
600,pcm,,House share,M11,Now,0,0,Furnished,Yes,,Yes,,,,Yes,No,No,Yes,Professional,Yes,Female,,,
750,pcm,,House share,M7,05/05/2023,6,0,Furnished,Yes,,Yes,Yes,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,18,45
1000,pcm,,Flat share,M4,01/05/2023,3,6,Furnished,No,,,,,shared,Yes,Yes,No,No,Don't mind,Yes,No preference,,21,45
725,pcm,,Flat share,M1,15/05/2023,6,0,Furnished,No,No,No,Yes,No,shared,Yes,No,No,No,Professional,Yes,No preference,,26,40
850,pcm,,House share,M27,Now,0,0,Furnished,Yes,No,No,No,No,shared,Yes,Yes,No,No,Don't mind,Yes,No preference,,25,
298,pcm,,Flat share,M21,12/05/2023,6,0,Furnished,Yes,No,No,No,No,shared,No,No,Yes,No,Professional,Yes,No preference,,23,32
912,pcm,,Flat share,M4,Now,6,0,Furnished,No,Yes,Yes,Yes,No,shared,Yes,No,Yes,Yes,Don't mind,Yes,No preference,,,35
850,pcm,,House share,M27,Now,0,0,Furnished,Yes,No,No,No,No,shared,Yes,Yes,No,No,Don't mind,Yes,No preference,,25,
400,pcm,,Flat share,M5,01/05/2023,6,0,Furnished,Yes,No,Yes,No,No,shared,No,Yes,No,No,Professional,Yes,No preference,,,
135,pw,584.55,House share,M13,20/07/2023,11,12,Furnished,No,No,Yes,No,No,shared,Yes,No,No,No,Student,No,Female,,18,35
550,pcm,,Flat share,M15,05/05/2023,6,0,Furnished,No,No,No,No,No,shared,Yes,Yes,Yes,No,Don't mind,No,No preference,,,
150,pw,649.50,Flat share,M14,Now,2,0,Furnished,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Don't mind,Yes,No preference,,24,40
550,pcm,,House share,M6,Now,0,0,Furnished,Yes,Yes,,,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,25,
600,pcm,,Flat share,M14,15/05/2023,3,4,Furnished,Yes,Yes,,,,shared,Yes,No,Yes,No,Don't mind,No,Female,,22,35
230,pw,995.90,Flat share,M1,10/06/2023,0,3,Furnished,Yes,Yes,Yes,Yes,Yes,shared,Yes,Yes,Yes,No,Don't mind,No,No preference,Yes,,
230,pw,995.90,House rent,M19,12/05/2023,6,0,Part Furnished,Yes,No,Yes,No,No,,,,No,No,Professional,Yes,No preference,,,
695,pcm,,House share,M25,29/05/2023,6,0,Furnished,Yes,,Yes,,Yes,No,Yes,No,No,No,Professional,Yes,No preference,,23,40
675,pcm,,Flat share,M1,22/06/2023,12,12,Furnished,No,,,,Yes,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
525,pcm,,Flat share,M5,06/05/2023,1,0,Furnished,No,,,Yes,,shared,No,No,No,No,Professional,No,No preference,,26,30
400,pcm,,Flat share,M13,01/05/2023,3,0,Furnished,Yes,No,Yes,No,No,shared,,No,No,No,Don't mind,Yes,Male,,18,60
550,pcm,,House share,M15,20/04/2023,9,0,Furnished,No,No,Yes,No,No,shared,Yes,Yes,No,No,Don't mind,Yes,No preference,,,
300,pw,1299.00,House share,M19,19/05/2023,0,3,Furnished,Yes,No,Yes,Yes,No,shared,Yes,Yes,No,No,Don't mind,No,No preference,,24,
600,pcm,,House share,M7,05/05/2023,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,Yes,No,Professional,Yes,No preference,,20,40
500,pcm,,Shared property,M13,Now,3,0,Furnished,Yes,Yes,Yes,,,shared,Yes,No,No,No,Professional,Yes,No preference,,21,49
620,pcm,,Shared property,M32,Now,3,0,Furnished,No,No,No,No,No,No,Yes,No,No,No,Professional,Yes,No preference,,21,49
595,pcm,,House share,M7,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Professional,Yes,No preference,,20,35
750,pcm,,Shared property,M5,05/05/2023,6,0,Furnished,No,No,No,Yes,No,shared,Yes,No,No,No,Professional,No,No preference,,20,35
875,pcm,,Flat share,M15,01/06/2023,6,0,Furnished,No,,,Yes,,shared,,No,No,No,Professional,Yes,Female,,24,32
920,pcm,,House share,M30,Now,0,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,Yes,Yes,Yes,Don't mind,No,No preference,Yes,18,75
575,pcm,,House share,M20,28/04/2023,7,0,Furnished,No,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,21,33
450,pcm,,Flat share,M32,Now,7,0,Furnished,Yes,No,No,No,No,shared,Yes,No,Yes,No,Professional,Yes,No preference,,21,50
325,pcm,,Flat share,M5,15/05/2023,3,0,Furnished,Yes,,,,,shared,Yes,No,No,No,Professional,Yes,No preference,,25,60
625,pcm,,House share,M6,08/05/2023,6,0,Furnished,Yes,No,Yes,Yes,No,shared,,No,No,No,Professional,No,No preference,,20,35
699,pcm,,House share,M20,Now,0,0,Furnished,Yes,No,Yes,No,No,No,Yes,No,No,No,Don't mind,No,Female,,18,
650,pcm,,House share,M43,Now,6,0,Furnished,Yes,No,No,Yes,No,shared,Yes,No,No,No,Professional,Yes,No preference,,18,35
780,pcm,,House share,M7,01/05/2023,3,0,Furnished,Yes,No,No,No,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
575,pcm,,House share,M6,17/04/2023,12,0,Furnished,Yes,,Yes,Yes,,shared,Yes,No,Yes,No,Don't mind,No,No preference,,18,30
169,pw,731.77,Flat share,M14,16/06/2023,0,3,Furnished,Yes,No,No,No,No,No,Yes,No,No,No,Student,No,No preference,,,
600,pcm,,Flat share,M21,Now,6,0,Furnished,Yes,No,No,Yes,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
600,pcm,,Flat rent,M14,01/05/2023,6,0,Furnished,Yes,No,No,Yes,No,,,,No,No,Don't mind,No,No preference,,,
600,pcm,,Flat share,M20,01/05/2023,6,0,Furnished,Yes,Yes,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
480,pcm,,Flat share,M16,01/05/2023,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,No preference,,,
480,pcm,,House rent,M20,Now,6,0,Furnished,Yes,Yes,Yes,Yes,,,,,Yes,No,Don't mind,Yes,No preference,,,
425,pcm,,Flat share,M20,Now,0,6,Furnished,No,,,,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,22,39
400,pcm,,House share,M9,Now,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,22,50
460,pcm,,House share,M9,Now,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,22,50
460,pcm,,House rent,M14,01/07/2023,12,0,Furnished,Yes,,,,,,,,Yes,No,Don't mind,No,No preference,,,
500,pcm,,House share,M6,Now,6,0,Furnished,Yes,,,,,shared,Yes,No,Yes,No,Student,No,No preference,,18,60
495,pcm,,Flat share,M6,Now,6,0,Furnished,Yes,,,,,shared,Yes,No,Yes,No,Student,No,No preference,,18,
135,pw,584.55,Flat share,M14,01/07/2023,12,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Don't mind,No,No preference,,18,99
495,pcm,,House share,M6,Now,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,No,Student,No,No preference,Yes,18,65
495,pcm,,House rent,M12,Now,6,0,Furnished,Yes,,,,,,,,Yes,No,Don't mind,No,No preference,,,
495,pcm,,House rent,M13,01/07/2023,10,0,Furnished,Yes,,Yes,Yes,,,,,Yes,No,Don't mind,No,No preference,,,
170,pw,736.10,House share,M14,01/07/2023,0,12,Furnished,Yes,,,,,shared,Yes,No,Yes,No,Student,No,No preference,Yes,18,
170,pw,736.10,House rent,M14,01/07/2023,0,12,Unfurnished,No,,,,,,,,Yes,No,Don't mind,No,No preference,,,
550,pcm,,Flat share,M14,Now,6,0,Furnished,Yes,,,,,shared,Yes,No,Yes,No,Don't mind,No,No preference,Yes,19,50
110,pw,476.30,House share,M14,01/07/2023,10,0,Furnished,Yes,,Yes,Yes,,shared,Yes,No,Yes,No,Don't mind,No,No preference,,18,46
110,pw,476.30,House rent,M14,30/06/2023,6,0,Part Furnished,Yes,,,,,,,,Yes,No,Don't mind,No,No preference,,,
550,pcm,,Flat share,M16,01/05/2023,0,0,Furnished,Yes,,,,,shared,Yes,No,No,No,Don't mind,No,No preference,,18,30
685,pcm,,House share,M32,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Professional,Yes,No preference,,21,
152,pw,658.16,Shared property,M27,Now,12,0,Furnished,Yes,,Yes,Yes,,shared,Yes,No,No,No,Professional,Yes,No preference,,19,99
550,pcm,,House share,M4,Now,3,0,Unfurnished,Yes,No,Yes,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,,
700,pcm,,Flat share,M19,Now,6,0,Furnished,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Don't mind,Yes,No preference,,18,
420,pcm,,House share,M5,Now,12,0,Furnished,Yes,No,Yes,No,No,shared,No,No,No,No,Professional,Yes,No preference,,18,
350,pcm,,House share,M6,11/06/2023,12,0,Furnished,Yes,No,Yes,No,No,shared,No,No,No,No,Student,Yes,No preference,,18,
155,pw,671.15,House share,M28,Now,0,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,Yes,Don't mind,No,No preference,,18,65
900,pcm,,House share,M7,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,Yes,Yes,No,Professional,Yes,No preference,,18,99
125,pw,541.25,House share,M16,Now,12,0,Furnished,Yes,No,Yes,No,No,shared,No,No,No,No,Professional,Yes,No preference,,18,
125,pw,541.25,House share,M16,10/06/2023,12,0,Furnished,Yes,No,Yes,No,No,shared,No,No,No,No,Student,Yes,No preference,,,
120,pw,519.60,Flat share,M14,Now,4,4,Furnished,No,,,Yes,,shared,Yes,No,Yes,No,Student,No,No preference,Yes,,
585,pcm,,House share,M20,Now,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,19,35
585,pcm,,House share,M14,Now,6,0,Furnished,Yes,No,No,No,No,shared,Yes,No,No,No,Don't mind,No,No preference,,18,35
185,pw,801.05,House share,M19,Now,0,0,Furnished,Yes,,,,,No,Yes,No,No,No,Don't mind,No,No preference,,18,99
170,pw,736.10,House share,M14,Now,0,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,18,99
200,pw,866.00,House share,M14,Now,0,0,Furnished,Yes,,,,,No,Yes,No,No,No,Don't mind,No,No preference,,18,28
200,pw,866.00,House share,M14,Now,0,0,Furnished,Yes,,,,,shared,Yes,No,No,No,Don't mind,No,No preference,,18,28
200,pw,866.00,House share,M14,Now,0,0,Furnished,Yes,,,,,No,Yes,No,No,No,Don't mind,No,No preference,,18,99
150,pw,649.50,Shared property,M27,Now,6,0,Furnished,Yes,,Yes,,,No,Yes,No,No,No,Professional,Yes,No preference,,25,50
300,pw,1299.00,Flat share,M1,29/04/2023,3,4,Furnished,No,,,,,No,Yes,Yes,No,No,Don't mind,Yes,No preference,Yes,18,65
220,pw,952.60,House share,M16,28/05/2023,3,0,Furnished,Yes,Yes,Yes,No,No,shared,Yes,Yes,No,No,Don't mind,No,No preference,,18,50
220,pw,952.60,Flat rent,M28,22/04/2023,6,0,Furnished,Yes,Yes,,,,,,,No,No,Don't mind,Yes,No preference,,,
600,pcm,,House share,M16,Now,0,0,Furnished,Yes,,Yes,,,shared,Yes,No,Yes,Yes,Don't mind,No,No preference,,22,30
625,pcm,,House share,M9,Now,6,0,Furnished,Yes,No,No,No,No,shared,Yes,No,Yes,No,Professional,Yes,No preference,,23,35
500,pcm,,Flat share,M4,30/04/2023,3,0,Furnished,No,,,,,No,Yes,No,No,No,Professional,No,No preference,,25,45
1100,pcm,,Flat share,M13,Now,0,0,Furnished,Yes,,Yes,,,No,Yes,Yes,Yes,No,Don't mind,No,No preference,Yes,21,65
695,pcm,,House share,M5,Now,6,0,Furnished,Yes,,,,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,22,35
650,pcm,,House share,M5,Now,6,0,Furnished,Yes,Yes,Yes,Yes,,shared,Yes,No,No,No,Professional,Yes,Female,,24,40
650,pcm,,House share,M14,02/05/2023,3,0,Furnished,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Don't mind,Yes,No preference,,18,65
560,pcm,,House share,M13,30/04/2023,6,0,Furnished,Yes,No,Yes,Yes,Yes,shared,Yes,No,No,No,Don't mind,No,No preference,,18,40
625,pcm,,House share,M11,Now,3,0,Furnished,Yes,,,,,No,Yes,No,No,No,Professional,Yes,No preference,Yes,25,50
525,pcm,,House share,M29,28/04/2023,6,0,Furnished,Yes,No,Yes,No,Yes,shared,Yes,No,Yes,No,Professional,Yes,No preference,,,
625,pcm,,House share,M20,Now,6,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,21,
625,pcm,,Flat rent,M5,Now,1,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,No,No preference,,,
625,pcm,,Flat rent,M1,Now,1,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,No,No preference,,,
625,pcm,,House rent,M30,09/06/2023,1,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,No,No preference,,,
625,pcm,,Flat rent,M1,Now,1,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,No,No preference,,,
625,pcm,,Flat rent,M4,Now,1,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,No,No preference,,,
625,pcm,,Flat rent,M4,Now,1,0,Furnished,No,No,No,No,No,,,,No,No,Don't mind,No,No preference,,,
625,pcm,,Flat rent,M20,18/04/2023,6,12,Part Furnished,Yes,No,No,No,No,,,,No,No,Don't mind,No,No preference,,,
450,pcm,,House share,M26,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,20,59
380,pcm,,House share,M14,Now,6,0,Furnished,Yes,No,Yes,No,No,shared,No,No,No,No,Professional,Yes,No preference,,25,
200,pw,866.00,Flat share,M4,Now,0,0,Furnished,No,,,,,shared,Yes,No,No,No,Don't mind,No,No preference,,,50
250,pw,1082.50,Flat share,M1,13/05/2023,0,4,Furnished,Yes,Yes,,Yes,,shared,Yes,No,No,No,Don't mind,No,Female,,,
610,pcm,,House share,M21,Now,0,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,Yes,No preference,,19,99
450,pcm,,House share,M8,01/05/2023,3,12,Furnished,Yes,Yes,Yes,,,No,Yes,No,No,No,Don't mind,Yes,Male,,25,99
187,pw,809.71,Flat share,M1,01/05/2023,4,4,Furnished,Yes,,Yes,,Yes,shared,Yes,No,Yes,No,Student,No,No preference,,,
125,pw,541.25,House share,M7,01/07/2023,12,0,Furnished,No,,Yes,,,shared,Yes,No,No,No,Student,No,No preference,,,
600,pcm,,House share,M30,01/06/2023,3,0,Furnished,Yes,,Yes,,,No,Yes,No,No,No,Don't mind,No,No preference,,25,
600,pcm,,Flat rent,M14,Now,3,0,Furnished,Yes,,,,,,,,Yes,No,Student,No,No preference,,,
550,pcm,,Flat share,M3,01/05/2023,6,0,Furnished,No,No,No,Yes,No,shared,Yes,No,Yes,No,Don't mind,Yes,Female,,,
390,pcm,,House share,M19,Now,4,0,Furnished,Yes,,,,,shared,Yes,No,Yes,No,Don't mind,No,No preference,,,
500,pcm,,House share,M41,Now,0,0,Furnished,Yes,Yes,Yes,,,shared,Yes,No,Yes,Yes,Don't mind,No,No preference,Yes,21,55
400,pcm,,House share,M14,Now,1,6,Furnished,Yes,No,Yes,No,No,shared,Yes,No,Yes,No,Don't mind,No,No preference,,21,35
550,pcm,,House share,M27,Now,6,0,Furnished,Yes,Yes,Yes,,,shared,Yes,No,Yes,No,Don't mind,No,No preference,,18,65
100,pw,433.00,House share,M22,Now,0,0,Furnished,Yes,,Yes,,,shared,Yes,No,No,No,Don't mind,No,No preference,,,
550,pcm,,House share,M22,01/05/2023,3,12,Furnished,Yes,No,Yes,No,No,shared,Yes,Yes,No,No,Professional,Yes,No preference,,18,45
500,pcm,,House share,M40,Now,6,0,Furnished,Yes,No,Yes,Yes,No,shared,Yes,No,No,No,Don't mind,Yes,Male,,,
600,pcm,,Flat share,M30,Now,1,0,Furnished,Yes,Yes,Yes,Yes,No,shared,Yes,No,Yes,No,Don't mind,Yes,No preference,,,
